,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4,ls_dim_5,ls_dim_6,ls_dim_7,ls_dim_8
96,32,g_4,26948483194753.363,1.0,-17.15207905384774,-91792209.83641359,8939358222843680.0,-99479932.53201768,1406.3423941206331,Converged,11095931899080.0,-104671125.38094492,5964.387731346143,3237844.3871949753,1059734.3004211376,1488.5004440947184,1743107.4671695214,464.19166725216434,2441627.848010579,2268298.8247937183
97,32,g_5,21798317343292.55,1.0,-17.223670730303454,8363567.603515541,1.3326357971212718e+16,197608538.3721272,1476.7074229212253,Converged,121369609573308.0,192939671.55636853,887400.1337976427,9885.65199662695,41616.56078542227,468.52120776996776,1870.1501440695529,473935.6190004474,431.45323379397024,600659.1755925156
98,32,g_6,282713993314250.06,1.0,-18.060644834701726,-7634394.127903826,1.3616695022785666e+16,35582409.511535816,1445.6269481855566,Converged,321592418268868.0,52396510.53758684,129788.04890919972,143168.08968581105,9649.829601504567,348011.7811645902,623.8812029011585,353071.71130533365,336425.9305241453,387.37966749764786
99,33,g_4,54802224354861.48,1.0,-17.413555103400537,-92024703.03581356,8941066164786487.0,-94030782.64955865,1408.2675546342346,Converged,26181667206181.0,-86627930.20236902,5660.448718960179,302013.9762643143,361194.6141931446,1538.4208890326247,83911.92097208742,479.3449941944395,77054.83162295927,74405.28880649041
100,33,g_5,102671910471306.9,1.0,-17.907304175203375,9683888.214261023,1.3674295214626822e+16,98768228.80577385,1475.9547388469339,Converged,454859110206238.0,88635513.94393614,912252.1887754452,10052.78083653281,41765.52321321979,473.0530608144693,1884.0531431202771,649510.4523624739,433.87790990229564,741777.0379342753
101,33,g_6,272930109623533.34,1.0,-18.122870758660586,-9137173.36902211,1.3255600997402786e+16,154595472.62200603,1445.5923964603035,Converged,160948871966194.0,171116069.14947844,119950.75231462554,135804.97019857258,10158.031483546089,331208.3782417889,607.3125863760928,332701.0434348992,322435.7841245144,382.78804655903195
102,34,g_4,6731412014832.097,1.0,-16.20335316824957,-91915036.3634128,8941298223856288.0,-97760829.77592427,1407.0683217159824,Converged,5299537088371.0,-95166333.29012358,5781.951494339172,14071312.363570698,14969573.0819568,1472.0706161183027,679895.9413175588,476.9252937207541,977493.5345118626,738978.842447214
103,34,g_5,5625631513122.096,1.0,-17.903450223531312,9724973.295589432,1.3680616990681758e+16,87777635.54437944,1475.9581378612004,Converged,560011149963116.0,85405794.1683338,5971584.449041707,10039.661591614675,42219.25736313863,468.7612158478663,1872.1917646354211,3897505.361602421,436.1306487196334,4357007.632619445
104,34,g_6,39694924345793.89,1.0,-17.277808202865018,-5224916.775565785,1.3441534732956196e+16,-144252595.17067367,1446.404141374076,Converged,114405875847966.0,-137952204.36170048,132859.10941034037,148179.52050801995,9722.899643382754,359698.70144173654,617.215466105893,364284.9534384501,346796.75078870833,382.486518159344
105,35,g_4,3814191601604040.0,0.0,-31.393292451443358,-93571499.90237007,8732964510497053.0,-26190194.96014902,1395.4682234055197,Converged,134216350179549.0,35568946.88625328,6595.406357718602,1112012.0756724454,1068440.913396776,1780.1754610258301,1257840.7895169677,425.13772379151237,1090938.270740902,1171226.0161860627
106,35,g_5,101740595226930.67,1.0,-17.680989098151862,8061696.851929982,1.3207638092033676e+16,206699584.19281474,1476.278618557915,Converged,235230358511340.0,216786238.5056645,699206.3242761076,9804.062939699013,41874.26551279411,468.52695773091506,1866.9929924055052,477839.6493514812,430.9511206899092,538425.4859191714
107,35,g_6,586001020507410.9,0.0,-22.805700079997013,-6742381.813861152,1.3660136786031722e+16,-42279824.332361065,1442.6693682137013,Converged,47732002866530.0,-18072366.380163547,517651.35501055414,569222.1619536305,9548.71938893882,1477822.2526427258,627.3937710375492,1476531.8912893343,1417972.557810373,383.39214746658786
108,36,g_4,2067259474499.8047,1.0,-17.456003254143553,-92528582.8705848,8915293645062112.0,-45364387.1156183,1405.7984014551703,Converged,229082972127519.0,-46802183.85872903,5588.602734907819,17281442.217086308,15634635.623859523,1509.0626040337927,25198353.335993327,478.371940687122,22272039.061624054,22787615.781390708
109,36,g_5,5540469154950.034,1.0,-17.281523916204534,10211807.681924447,1.373536169422641e+16,44573725.36166991,1474.4822388734694,Converged,157426004226104.0,46927545.48116716,217486.43347305906,10330.991021366473,128862.91947875413,486.5097533038371,1801.7510835750522,7129.038132397323,444.23716935380105,30154.97563484785
110,36,g_6,3490398799234.078,1.0,-17.48697953520071,-4953525.840381797,1.336360054335636e+16,-161260344.34740347,1446.2288149418123,Converged,242417781931860.0,-159392083.44505763,138024.91810714302,149026.70865456795,9480.088209540336,353736.82513485826,619.1781251357946,354230.15022069163,347374.5397505239,384.3960858781097
111,37,g_4,3960918417800.406,1.0,-16.422103588615315,-92169623.42826295,8937814667738647.0,-77152844.48446846,1406.8099742105917,Converged,24940538276915.0,-75162638.86247851,5593.428453261812,15845613.903871423,14340448.848799555,1521.0843081505197,19266450.031945355,476.1085078892326,16987173.2748,17314909.26254646
112,37,g_5,47625783381558.41,1.0,-17.907619016423432,12253297.484052924,1.3551857110310564e+16,-107448923.831319,1476.704422540302,Converged,520528588573444.0,-114350067.45984598,95022.62700684856,9969.819206206193,71520.50520420904,471.1466817118474,1754.0307195748164,115082.13726845781,432.9807104128372,120665.36752773002
113,37,g_6,942235660935766.8,0.0,-20.814970100670877,-7665504.342755566,1.3612935483657448e+16,24124842.07124995,1442.5703790221717,Converged,129059838245262.0,54820699.46171498,79869.5475552962,9408829.787402663,10853.394895763633,13844663.390555892,654.591928314471,14052471.823623747,13700994.617483396,385.0034014213162
114,38,g_4,5047382879.178098,1.0,-16.80399709512001,-90395424.1507507,8747716536013327.0,-214959538.64276916,1406.5609955637815,Converged,62741026262533.0,-214888493.7071356,5528.5985154932705,44481347.47597941,42536236.36949735,1507.1232924038957,10214683.362221986,476.68930224569885,13539315.28547414,9746866.051892884
