,row,output,mse,is_alpha_credible,log_lik,c_mean,c_var,post_mean,cost,status,post_var,y_test,ls_dim_1,ls_dim_2,ls_dim_3,ls_dim_4
0,0,f_1,0.2740462630981331,1.0,-1.1655871596998895,415.23000354728026,2360173.0292337155,22.462535371280296,121.58102003962503,Converged,1.3334684115834534,21.939041089460396,22.92430844253464,79.54069970740828,187.0486492877443,78.77499537130957
1,0,f_2,4247.66635481713,0.0,-16.306158421782115,1535.4812716777608,4259905.626467997,71.13408301676941,181.18368853562112,Converged,165.50126916076988,5.959959663883956,17.410435597413933,6552.8080360359045,9.218069881205361,5972361.350502044
2,0,g_1,29.853293828053502,1.0,-3.143137863206309,13582.383814510047,467.8809657049963,13588.366476337977,149.74352934329403,Converged,41.990752289807745,13593.830293120049,2.9296220433787137,6.8467812024995816,1232.3667051417876,0.8487893292411959
3,0,g_2,22020558.49360686,0.0,-29.83165786630404,27836.12124464317,5458916.69139051,24414.962363979925,330.11055351424386,Converged,492427.9579608897,29107.56915483795,3.869896381437258,103922.95963122285,1.270450541111481,15.752284307315447
4,0,g_3,1.2023592594402441e-13,1.0,11.468306620025437,5.729598865374931,6032.733233291941,-1.0772255207449115,-275.9015369072367,Converged,1.7280399333685637e-11,-1.0772251739943874,674.04851344861,46472.46221670546,53553.48126048981,735.0213951775602
5,0,g_4,99334300.67006776,1.0,-13.281133537336322,8491164.596308436,130882207525089.56,100980.8210300766,584.8250636365105,Converged,54560137438.296875,91014.16157617391,61722.07719125834,73394.73615799462,11.493258129926465,3.1647694758983174
6,1,f_1,1.3527142334838334,1.0,-1.7648596616182868,379.33505067373164,2109295.230406296,7.953880535829853,120.98663786470982,Converged,3.805098073091358,6.790818098346881,21.946643097038145,78.84320795971678,186.57053495517522,75.82823963441777
7,1,f_2,908.0666990015827,1.0,-4.9771583742646985,141.8762717870587,77574.55098580952,-30.127492056486886,196.84525648677592,Converged,454.82131503071287,0.006653011883359424,3.5323147146619744,10.905865463211974,12.650387392747888,181939.01440756614
8,1,g_1,19.777467733000403,1.0,-3.2508933618543048,13582.278641213268,497.72778150324416,13589.941729384363,149.3947750973985,Converged,83.74173528023607,13594.388915880678,2.757736316756617,6.638635961730231,1730.8608906053075,0.9795147191758055
9,1,g_2,114.81523292705018,1.0,-7.53406823392709,28354.18826716073,5454594.847346608,29997.83275965913,339.6315613558698,Converged,556851.1315420764,29987.117572636635,4.257700288757005,5.193362031504657,1.6951183976172421,68700.12304272118
10,1,g_3,1.0767898000914505e-14,1.0,10.856720370515195,131.23770138624062,4990.493971824329,0.04081508519996646,-243.68631715349244,Errorb'ABNORMAL_TERMINATION_IN_LNSRCH',5.911715561524034e-11,0.040814981431483766,746.1264765429529,19510.288572259735,22356.11947931182,885.3384900039441
11,1,g_4,6034394.934545496,1.0,-12.172290696046925,8491877.023837512,130870217503782.6,60771.31602064334,585.9328029287357,Converged,5944243799.34375,63227.81656706003,104091.29527682587,121771.42613898643,11.447794909927982,3.1747519174734076
12,2,f_1,0.06832413155784872,1.0,-0.6081268330819913,404.01419946318236,2257638.1479459135,164.72045183233166,122.13694128867353,Converged,0.46345453429967165,164.45906298108156,22.3032052256797,79.87045232271889,191.42031956974031,76.36215651820827
13,2,f_2,44.83560711357658,1.0,-3.5857836984238896,139.55674188725013,68731.12896014025,6.699211840610104,198.1178326188209,Converged,155.2188796640985,0.0032722416011210288,3.4376767046242285,11.052205332393346,11.106229247355392,72509.59287536152
